Customer_ID,Occupation,Income level,YoB,Gender,Membership_Tier
112,Manager,10-20M,1998.0,Female,Silver
113,Freelancer,10-20M,1994.0,Female,Silver
114,Office Worker,10-20M,1997.0,Male,Silver
115,Office Worker,20-50M,1989.0,Male,Silver
116,Office Worker,20-50M,1985.0,Female,Silver
117,Office Worker,10-20M,1997.0,Male,Gold
118,Freelancer,5-10M,1989.0,Female,Gold
119,Student,2-5M,2003.0,Male,Standard
120,Office Worker,20-50M,1997.0,Female,Gold
121,Manager,5-10M,1990.0,Female,Standard
122,Student,< 2M,2003.0,Female,Standard
123,Office Worker,10-20M,1985.0,Male,Standard
124,Freelancer,10-20M,1987.0,Male,Standard
125,Office Worker,10-20M,1990.0,Female,Gold
126,Office Worker,10-20M,1998.0,Male,Standard
127,Student,< 2M,2004.0,Female,Standard
128,Student,< 2M,2001.0,Female,Standard
129,Freelancer,20-50M,1991.0,Female,Standard
130,Business Owner,> 50M,1994.0,Male,Diamond
131,Office Worker,10-20M,1991.0,Female,Gold
132,Office Worker,20-50M,1991.0,Female,Standard
133,Office Worker,10-20M,1993.0,Male,Standard
134,Office Worker,10-20M,1986.0,Male,Gold
135,Specialist,> 50M,1980.0,Male,Diamond
136,Freelancer,5-10M,1987.0,Female,Standard
137,Student,2-5M,2002.0,Female,Standard
138,Manager,5-10M,1991.0,Female,Gold
139,Student,< 2M,2001.0,Female,Standard
140,Office Worker,20-50M,1990.0,Female,Standard
141,Office Worker,5-10M,1998.0,Female,Standard
142,Housewife,> 50M,1982.0,Female,Gold
143,Office Worker,20-50M,1985.0,Female,Standard
144,Student,2-5M,2004.0,Female,Standard
145,Manager,20-50M,1994.0,Male,Gold
146,Specialist,> 50M,1993.0,Male,Gold
147,Manager,5-10M,1991.0,Female,Silver
148,Student,2-5M,2003.0,Female,Standard
149,Student,< 2M,2003.0,Male,Standard
150,Housewife,20-50M,1975.0,Female,Gold
151,Freelancer,10-20M,1986.0,Female,Standard
152,Director,> 50M,1979.0,Female,Gold
153,Specialist,20-50M,1993.0,Male,Gold
154,Student,< 2M,2000.0,Female,Standard
155,Director,> 50M,1976.0,Female,Gold
156,Office Worker,10-20M,1988.0,Female,Silver
157,Student,< 2M,2000.0,Female,Standard
158,Student,< 2M,2003.0,Female,Standard
159,Office Worker,20-50M,1991.0,Female,Standard
160,Office Worker,10-20M,1988.0,Female,Silver
161,Student,2-5M,2003.0,Female,Standard
162,Office Worker,10-20M,1990.0,Male,Standard
163,Specialist,20-50M,1990.0,Male,Gold
164,Freelancer,10-20M,1998.0,Male,Gold
165,Student,2-5M,2005.0,Female,Standard
166,Housewife,20-50M,1976.0,Male,Gold
167,Office Worker,20-50M,1997.0,Male,Silver
168,Freelancer,20-50M,1995.0,Female,Gold
169,Office Worker,20-50M,1993.0,Female,Silver
170,Freelancer,5-10M,1989.0,Female,Silver
171,Student,2-5M,2000.0,Female,Standard
172,Director,> 50M,1983.0,Male,Diamond
173,Office Worker,20-50M,1987.0,Female,Silver
174,Office Worker,20-50M,1990.0,Male,Silver
175,Office Worker,5-10M,1988.0,Female,Standard
176,Freelancer,5-10M,1993.0,Male,Silver
177,Office Worker,20-50M,1986.0,Male,Silver
178,Student,2-5M,2000.0,Male,Standard
179,Freelancer,20-50M,1994.0,Female,Silver
180,Student,2-5M,2001.0,Female,Standard
181,Office Worker,20-50M,1989.0,Male,Standard
182,Business Owner,> 50M,1992.0,Female,Diamond
183,Office Worker,20-50M,1997.0,Female,Standard
184,Student,2-5M,2003.0,Female,Standard
185,Specialist,> 50M,1990.0,Female,Gold
186,Manager,10-20M,1993.0,Male,Silver
187,Office Worker,20-50M,1994.0,Male,Standard
188,Housewife,> 50M,1981.0,Male,Diamond
189,Office Worker,10-20M,1991.0,Female,Standard
190,Student,2-5M,2003.0,Male,Silver
191,Office Worker,10-20M,1989.0,Male,Standard
192,Manager,20-50M,1992.0,Female,Standard
193,Office Worker,5-10M,1986.0,Male,Standard
194,Business Owner,20-50M,1983.0,Female,Gold
195,Office Worker,10-20M,1988.0,Female,Gold
196,Student,2-5M,2004.0,Female,Standard
197,Office Worker,10-20M,1997.0,Female,Standard
198,Office Worker,20-50M,1990.0,Male,Silver
199,Student,2-5M,2001.0,Female,Standard
200,Office Worker,20-50M,1991.0,Female,Gold
201,Office Worker,10-20M,1995.0,Female,Gold
202,Freelancer,10-20M,1992.0,Female,Silver
203,Student,< 2M,2002.0,Female,Standard
204,Office Worker,20-50M,1997.0,Male,Gold
205,Freelancer,5-10M,1988.0,Male,Silver
206,Student,< 2M,2002.0,Female,Standard
207,Student,2-5M,2002.0,Male,Standard
208,Student,2-5M,2005.0,Female,Standard
209,Freelancer,10-20M,1993.0,Female,Silver
210,Director,> 50M,1986.0,Female,Gold
211,Manager,10-20M,1991.0,Female,Gold
212,Office Worker,20-50M,1986.0,Female,Standard
213,Specialist,> 50M,1993.0,Female,Gold
214,Office Worker,10-20M,1998.0,Female,Standard
215,Student,< 2M,2000.0,Female,Standard
216,Student,< 2M,2002.0,Female,Standard
217,Specialist,20-50M,1975.0,Female,Gold
218,Freelancer,10-20M,1993.0,Male,Silver
219,Office Worker,20-50M,1991.0,Female,Standard
220,Business Owner,20-50M,1980.0,Female,Diamond
221,Office Worker,5-10M,1989.0,Female,Standard
222,Student,< 2M,2004.0,Female,Standard
223,Student,2-5M,2000.0,Female,Standard
224,Business Owner,20-50M,1976.0,Male,Gold
225,Director,20-50M,1991.0,Male,Diamond
226,Freelancer,10-20M,1987.0,Female,Gold
227,Student,< 2M,2000.0,Female,Silver
228,Business Owner,20-50M,1988.0,Male,Gold
229,Student,< 2M,2002.0,Female,Standard
230,Office Worker,20-50M,1993.0,Male,Standard
231,Student,< 2M,2000.0,Female,Standard
232,Student,< 2M,2001.0,Female,Standard
233,Office Worker,10-20M,1991.0,Female,Standard
234,Office Worker,5-10M,1987.0,Male,Gold
235,Student,< 2M,2001.0,Female,Standard
236,Specialist,> 50M,1987.0,Female,Gold
237,Specialist,> 50M,1985.0,Female,Diamond
238,Freelancer,10-20M,1989.0,Female,Standard
239,Office Worker,20-50M,1987.0,Female,Gold
240,Freelancer,5-10M,1987.0,Male,Silver
241,Office Worker,5-10M,1996.0,Male,Gold
242,Student,2-5M,2002.0,Female,Standard
243,Student,< 2M,2004.0,Male,Standard
244,Student,2-5M,2000.0,Male,Silver
245,Student,< 2M,2003.0,Female,Standard
246,Student,< 2M,2002.0,Female,Standard
247,Student,< 2M,2005.0,Female,Silver
248,Student,< 2M,2000.0,Male,Standard
249,Student,< 2M,2002.0,Female,Standard
250,Student,2-5M,2002.0,Male,Standard
251,Office Worker,20-50M,1991.0,Female,Gold
252,Student,2-5M,2004.0,Male,Standard
253,Specialist,> 50M,1990.0,Female,Gold
254,Student,2-5M,2003.0,Female,Standard
255,Student,2-5M,2000.0,Female,Silver
256,Student,2-5M,2002.0,Male,Silver
257,Student,2-5M,2002.0,Female,Standard
258,Student,2-5M,2000.0,Female,Standard
259,Student,< 2M,2002.0,Male,Standard
260,Student,2-5M,2002.0,Female,Standard
261,Specialist,20-50M,1992.0,Male,Diamond
262,Student,< 2M,2002.0,Female,Standard
263,Office Worker,10-20M,1993.0,Male,Silver
264,Business Owner,> 50M,1994.0,Male,Gold
265,Office Worker,20-50M,1989.0,Female,Gold
266,Student,< 2M,2001.0,Male,Standard
267,Business Owner,> 50M,1977.0,Male,Diamond
268,Office Worker,10-20M,1996.0,Female,Silver
269,Student,2-5M,2001.0,Male,Standard
270,Office Worker,20-50M,1995.0,Female,Silver
271,Student,< 2M,2003.0,Female,Standard
272,Manager,20-50M,1988.0,Female,Silver
273,Housewife,> 50M,1975.0,Female,Diamond
274,Office Worker,5-10M,1988.0,Female,Standard
275,Student,< 2M,2004.0,Female,Standard
276,Office Worker,20-50M,1987.0,Male,Gold
277,Student,2-5M,2000.0,Male,Standard
278,Office Worker,20-50M,1997.0,Female,Standard
279,Freelancer,5-10M,1992.0,Female,Standard
280,Student,< 2M,2004.0,Male,Standard
281,Director,20-50M,1988.0,Female,Diamond
282,Business Owner,20-50M,1991.0,Male,Diamond
283,Student,2-5M,2004.0,Female,Standard
284,Office Worker,5-10M,1994.0,Female,Silver
285,Office Worker,20-50M,1996.0,Female,Standard
286,Freelancer,20-50M,1985.0,Male,Silver
287,Student,< 2M,2001.0,Female,Standard
288,Office Worker,20-50M,1987.0,Male,Silver
289,Office Worker,10-20M,1986.0,Female,Silver
290,Student,2-5M,2003.0,Female,Standard
291,Office Worker,10-20M,1996.0,Female,Standard
292,Student,< 2M,2004.0,Male,Silver
293,Freelancer,20-50M,1995.0,Female,Gold
294,Student,2-5M,2004.0,Female,Standard
295,Office Worker,10-20M,1995.0,Female,Silver
296,Student,< 2M,2002.0,Male,Standard
297,Office Worker,20-50M,1996.0,Male,Standard
298,Freelancer,20-50M,1991.0,Female,Standard
299,Student,2-5M,2000.0,Female,Standard
300,Office Worker,20-50M,1990.0,Female,Silver
301,Freelancer,10-20M,1998.0,Female,Silver
302,Office Worker,10-20M,1985.0,Female,Gold
303,Director,> 50M,1977.0,Female,Diamond
304,Office Worker,10-20M,1987.0,Male,Standard
305,Business Owner,> 50M,1986.0,Female,Diamond
306,Office Worker,10-20M,1995.0,Female,Gold
307,Student,< 2M,2003.0,Female,Standard
308,Office Worker,5-10M,1988.0,Female,Silver
309,Office Worker,10-20M,1994.0,Male,Silver
310,Office Worker,10-20M,1995.0,Female,Gold
311,Office Worker,10-20M,1991.0,Male,Gold
312,Housewife,> 50M,1976.0,Male,Diamond
313,Student,< 2M,2000.0,Male,Standard
314,Manager,20-50M,1987.0,Male,Silver
315,Student,2-5M,2001.0,Female,Standard
316,Office Worker,20-50M,1988.0,Female,Standard
317,Freelancer,10-20M,1998.0,Male,Standard
318,Manager,5-10M,1995.0,Female,Silver
319,Manager,5-10M,1991.0,Male,Standard
320,Freelancer,10-20M,1988.0,Male,Silver
321,Business Owner,> 50M,1976.0,Female,Diamond
322,Office Worker,20-50M,1993.0,Male,Silver
323,Manager,20-50M,1996.0,Female,Silver
324,Freelancer,10-20M,1990.0,Male,Silver
325,Freelancer,5-10M,1986.0,Female,Standard
326,Office Worker,10-20M,1995.0,Male,Standard
327,Manager,20-50M,1985.0,Male,Silver
328,Student,< 2M,2004.0,Male,Silver
329,Specialist,20-50M,1986.0,Female,Diamond
330,Business Owner,20-50M,1979.0,Male,Diamond
331,Freelancer,20-50M,1992.0,Male,Silver
332,Student,2-5M,2004.0,Male,Standard
333,Freelancer,20-50M,1995.0,Female,Standard
334,Office Worker,5-10M,1987.0,Male,Standard
335,Director,20-50M,1990.0,Male,Diamond
336,Office Worker,10-20M,1991.0,Female,Standard
337,Specialist,20-50M,1979.0,Male,Diamond
338,Manager,10-20M,1998.0,Female,Silver
339,Office Worker,20-50M,1988.0,Female,Silver
340,Office Worker,10-20M,1987.0,Male,Standard
341,Business Owner,20-50M,1977.0,Female,Gold
342,Student,< 2M,2005.0,Male,Standard
343,Freelancer,10-20M,1998.0,Female,Silver
344,Office Worker,20-50M,1993.0,Female,Silver
345,Specialist,> 50M,1980.0,Male,Diamond
346,Office Worker,10-20M,1990.0,Male,Silver
347,Office Worker,10-20M,1990.0,Female,Gold
348,Office Worker,10-20M,1990.0,Female,Standard
349,Office Worker,10-20M,1997.0,Male,Standard
350,Student,< 2M,2000.0,Female,Standard
351,Office Worker,20-50M,1998.0,Female,Silver
352,Office Worker,10-20M,1987.0,Male,Gold
353,Specialist,20-50M,1993.0,Female,Gold
354,Office Worker,5-10M,1990.0,Male,Silver
355,Specialist,20-50M,1986.0,Female,Gold
356,Student,2-5M,2001.0,Male,Standard
357,Student,< 2M,2005.0,Female,Standard
358,Housewife,> 50M,1982.0,Female,Gold
359,Manager,10-20M,1988.0,Female,Standard
360,Office Worker,20-50M,1986.0,Female,Gold
361,Director,20-50M,1980.0,Female,Gold
362,Student,2-5M,2005.0,Female,Standard
363,Student,< 2M,2002.0,Female,Standard
364,Student,< 2M,2005.0,Female,Standard
365,Student,< 2M,2005.0,Male,Standard
366,Office Worker,5-10M,1987.0,Male,Silver
367,Student,< 2M,2002.0,Male,Standard
368,Director,> 50M,1988.0,Female,Diamond
369,Office Worker,10-20M,1998.0,Female,Silver
370,Freelancer,20-50M,1998.0,Female,Silver
371,Student,2-5M,2004.0,Female,Standard
372,Manager,5-10M,1988.0,Male,Standard
373,Business Owner,20-50M,1977.0,Female,Gold
374,Office Worker,10-20M,1995.0,Female,Silver
375,Office Worker,5-10M,1997.0,Female,Silver
376,Student,2-5M,2004.0,Female,Standard
377,Office Worker,10-20M,1997.0,Female,Gold
378,Student,< 2M,2003.0,Female,Standard
379,Freelancer,10-20M,1985.0,Female,Standard
380,Specialist,20-50M,1985.0,Female,Gold
381,Student,< 2M,2005.0,Female,Silver
382,Business Owner,20-50M,1981.0,Male,Diamond
383,Office Worker,20-50M,1997.0,Female,Silver
384,Office Worker,10-20M,1991.0,Female,Silver
385,Freelancer,20-50M,1996.0,Male,Gold
386,Student,2-5M,2000.0,Female,Standard
387,Manager,5-10M,1989.0,Female,Standard
388,Student,< 2M,2004.0,Female,Silver
389,Director,> 50M,1983.0,Male,Gold
390,Student,2-5M,2001.0,Female,Standard
391,Office Worker,5-10M,1996.0,Female,Silver
392,Manager,20-50M,1995.0,Female,Silver
393,Student,< 2M,2000.0,Female,Standard
394,Specialist,> 50M,1985.0,Female,Gold
395,Student,< 2M,2003.0,Male,Standard
396,Office Worker,5-10M,1993.0,Male,Silver
397,Freelancer,20-50M,1998.0,Male,Gold
398,Office Worker,10-20M,1990.0,Female,Silver
399,Student,2-5M,2005.0,Female,Standard
400,Office Worker,20-50M,1998.0,Female,Silver
401,Office Worker,20-50M,1992.0,Male,Silver
402,Office Worker,20-50M,1993.0,Male,Standard
403,Student,< 2M,2002.0,Male,Standard
404,Office Worker,20-50M,1990.0,Female,Standard
405,Student,2-5M,2003.0,Female,Standard
406,Office Worker,20-50M,1997.0,Male,Standard
407,Office Worker,20-50M,1991.0,Male,Silver
408,Office Worker,5-10M,1990.0,Female,Standard
409,Student,2-5M,2000.0,Female,Standard
410,Manager,20-50M,1990.0,Male,Silver
411,Director,> 50M,1987.0,Female,Gold
412,Student,2-5M,2002.0,Male,Standard
413,Office Worker,10-20M,1986.0,Male,Standard
414,Office Worker,20-50M,1989.0,Female,Silver
415,Student,2-5M,2001.0,Male,Standard
416,Student,2-5M,2002.0,Female,Standard
417,Office Worker,10-20M,1990.0,Female,Standard
418,Specialist,20-50M,1992.0,Female,Gold
419,Student,2-5M,2002.0,Female,Standard
420,Student,< 2M,2001.0,Male,Silver
421,Office Worker,5-10M,1994.0,Male,Standard
422,Office Worker,10-20M,1989.0,Female,Standard
423,Student,2-5M,2004.0,Male,Standard
424,Student,2-5M,2004.0,Male,Standard
425,Office Worker,10-20M,1988.0,Male,Gold
426,Specialist,> 50M,1984.0,Male,Gold
427,Housewife,> 50M,1976.0,Female,Diamond
428,Specialist,20-50M,1981.0,Female,Gold
429,Office Worker,10-20M,1996.0,Female,Standard
430,Office Worker,10-20M,1990.0,Female,Standard
431,Freelancer,20-50M,1990.0,Male,Gold
432,Business Owner,20-50M,1989.0,Male,Gold
433,Director,20-50M,1984.0,Male,Gold
434,Student,< 2M,2002.0,Male,Silver
435,Office Worker,10-20M,1992.0,Female,Silver
436,Office Worker,5-10M,1992.0,Female,Silver
437,Office Worker,20-50M,1994.0,Female,Gold
438,Student,2-5M,2002.0,Female,Silver
439,Student,< 2M,2003.0,Female,Standard
440,Freelancer,10-20M,1985.0,Female,Silver
441,Student,2-5M,2004.0,Female,Standard
442,Student,2-5M,2001.0,Female,Standard
443,Director,20-50M,1986.0,Female,Diamond
444,Office Worker,20-50M,1986.0,Male,Silver
445,Director,> 50M,1994.0,Male,Gold
446,Specialist,> 50M,1983.0,Female,Gold
447,Manager,20-50M,1995.0,Male,Silver
448,Office Worker,20-50M,1985.0,Female,Silver
449,Office Worker,20-50M,1994.0,Female,Gold
450,Student,2-5M,2005.0,Female,Standard
451,Freelancer,10-20M,1991.0,Male,Gold
452,Business Owner,> 50M,1993.0,Male,Diamond
453,Housewife,20-50M,1980.0,Female,Gold
454,Freelancer,20-50M,1992.0,Female,Silver
455,Office Worker,10-20M,1987.0,Male,Standard
456,Office Worker,20-50M,1987.0,Female,Gold
457,Student,< 2M,2005.0,Female,Silver
458,Student,< 2M,2002.0,Female,Standard
459,Student,2-5M,2002.0,Female,Standard
460,Office Worker,5-10M,1991.0,Male,Standard
461,Manager,10-20M,1992.0,Female,Standard
462,Office Worker,20-50M,1998.0,Female,Standard
463,Housewife,20-50M,1993.0,Female,Diamond
464,Office Worker,10-20M,1997.0,Female,Standard
465,Student,2-5M,2005.0,Female,Silver
466,Office Worker,10-20M,1990.0,Female,Silver
467,Office Worker,20-50M,1992.0,Female,Standard
468,Business Owner,20-50M,1975.0,Female,Gold
469,Office Worker,20-50M,1986.0,Male,Standard
470,Office Worker,20-50M,1991.0,Female,Standard
471,Office Worker,10-20M,1996.0,Female,Standard
472,Student,< 2M,2003.0,Male,Standard
473,Office Worker,5-10M,1998.0,Female,Silver
474,Business Owner,> 50M,1976.0,Female,Diamond
475,Student,< 2M,2003.0,Female,Standard
476,Office Worker,10-20M,1989.0,Male,Silver
477,Office Worker,10-20M,1990.0,Female,Silver
478,Office Worker,5-10M,1998.0,Female,Silver
479,Office Worker,5-10M,1991.0,Female,Standard
480,Student,< 2M,2003.0,Female,Standard
481,Office Worker,20-50M,1993.0,Female,Silver
482,Office Worker,5-10M,1991.0,Male,Silver
483,Business Owner,> 50M,1989.0,Male,Gold
484,Freelancer,10-20M,1996.0,Male,Standard
485,Student,2-5M,2000.0,Female,Standard
486,Student,< 2M,2001.0,Female,Standard
487,Office Worker,10-20M,1995.0,Female,Silver
488,Student,< 2M,2000.0,Male,Standard
489,Student,< 2M,2002.0,Male,Standard
490,Office Worker,5-10M,1985.0,Male,Standard
491,Office Worker,5-10M,1989.0,Male,Standard
492,Office Worker,10-20M,1998.0,Female,Silver
493,Specialist,> 50M,1985.0,Male,Diamond
494,Student,< 2M,2003.0,Female,Standard
495,Office Worker,10-20M,1995.0,Female,Standard
496,Office Worker,10-20M,1998.0,Male,Standard
497,Specialist,> 50M,1992.0,Female,Gold
498,Student,< 2M,2003.0,Female,Standard
499,Housewife,20-50M,1975.0,Female,Gold
500,Office Worker,10-20M,1995.0,Male,Standard
501,Office Worker,20-50M,1995.0,Female,Standard
502,Business Owner,20-50M,1978.0,Female,Diamond
503,Office Worker,20-50M,1988.0,Female,Standard
504,Freelancer,20-50M,1997.0,Female,Silver
505,Freelancer,20-50M,1997.0,Male,Standard
506,Student,< 2M,2005.0,Male,Silver
507,Manager,5-10M,1998.0,Female,Gold
508,Office Worker,10-20M,1992.0,Male,Gold
509,Business Owner,20-50M,1978.0,Male,Gold
510,Freelancer,20-50M,1991.0,Male,Silver
511,Student,< 2M,2005.0,Female,Standard
512,Freelancer,5-10M,1988.0,Female,Standard
513,Student,2-5M,2003.0,Female,Standard
514,Student,< 2M,2004.0,Female,Standard
515,Manager,10-20M,1997.0,Female,Gold
516,Office Worker,5-10M,1995.0,Female,Silver
517,Student,2-5M,2005.0,Female,Standard
518,Freelancer,20-50M,1987.0,Male,Standard
519,Office Worker,10-20M,1990.0,Female,Silver
520,Office Worker,10-20M,1992.0,Female,Standard
521,Office Worker,20-50M,1987.0,Female,Silver
522,Freelancer,20-50M,1989.0,Male,Silver
523,Freelancer,20-50M,1994.0,Female,Standard
524,Office Worker,10-20M,1985.0,Male,Standard
525,Director,> 50M,1978.0,Male,Gold
526,Student,2-5M,2001.0,Female,Silver
527,Office Worker,20-50M,1994.0,Male,Gold
528,Student,< 2M,2000.0,Female,Standard
529,Housewife,> 50M,1992.0,Female,Diamond
530,Student,2-5M,2001.0,Female,Standard
531,Office Worker,10-20M,1996.0,Female,Silver
532,Office Worker,10-20M,1994.0,Female,Standard
533,Office Worker,10-20M,1992.0,Male,Silver
534,Specialist,> 50M,1975.0,Female,Gold
535,Student,2-5M,2005.0,Male,Standard
536,Business Owner,> 50M,1981.0,Male,Gold
537,Office Worker,20-50M,1991.0,Male,Standard
538,Student,< 2M,2003.0,Female,Standard
539,Freelancer,10-20M,1992.0,Female,Gold
540,Specialist,20-50M,1988.0,Male,Gold
541,Office Worker,10-20M,1998.0,Male,Silver
542,Student,2-5M,2002.0,Male,Silver
543,Director,20-50M,1990.0,Female,Diamond
544,Business Owner,> 50M,1989.0,Male,Diamond
545,Office Worker,10-20M,1986.0,Female,Gold
546,Student,< 2M,2004.0,Female,Standard
547,Student,< 2M,2005.0,Female,Standard
548,Student,< 2M,2001.0,Female,Silver
549,Specialist,> 50M,1979.0,Male,Diamond
550,Freelancer,10-20M,1991.0,Male,Gold
551,Specialist,> 50M,1987.0,Female,Gold
552,Student,< 2M,2002.0,Female,Standard
553,Student,< 2M,2005.0,Female,Standard
554,Housewife,20-50M,1979.0,Female,Gold
555,Student,< 2M,2003.0,Female,Standard
556,Student,< 2M,2003.0,Male,Standard
557,Student,2-5M,2003.0,Female,Standard
558,Specialist,> 50M,1992.0,Male,Diamond
559,Student,< 2M,2003.0,Female,Standard
560,Specialist,> 50M,1979.0,Male,Gold
561,Manager,10-20M,1998.0,Male,Gold
562,Student,2-5M,2005.0,Female,Standard
563,Student,< 2M,2004.0,Male,Standard
564,Freelancer,20-50M,1988.0,Male,Standard
565,Specialist,> 50M,1979.0,Female,Diamond
566,Office Worker,20-50M,1986.0,Female,Gold
567,Freelancer,20-50M,1993.0,Female,Standard
568,Office Worker,20-50M,1989.0,Female,Standard
569,Student,< 2M,2004.0,Female,Standard
570,Manager,10-20M,1991.0,Male,Standard
571,Freelancer,5-10M,1988.0,Female,Silver
572,Student,< 2M,2001.0,Female,Standard
573,Freelancer,10-20M,1994.0,Female,Silver
574,Office Worker,20-50M,1995.0,Male,Silver
575,Student,2-5M,2005.0,Male,Silver
576,Office Worker,5-10M,1995.0,Male,Gold
577,Freelancer,20-50M,1988.0,Female,Silver
578,Specialist,> 50M,1980.0,Male,Diamond
579,Freelancer,10-20M,1987.0,Female,Silver
580,Director,20-50M,1988.0,Female,Diamond
581,Student,2-5M,2003.0,Female,Standard
582,Specialist,20-50M,1976.0,Female,Gold
583,Housewife,20-50M,1989.0,Male,Diamond
584,Student,2-5M,2004.0,Female,Standard
